Date,MYR,sin_DoY,Ave Monthly USD FX Rate,Inflation (CPI) %,Deposit Interest Rate %,Lending Interest Rate %,Imports (USD),Exports(USD),NY.GDP.MKTP.CD,Real Interest Rate(%),Foreign Exchange Reserves(%),REED 12mth std dev,Trade Openness,Capital Formations(USD),Gov Consumption Expendature (%GDP),GDP % Growth,MYR_30_ave,MYR_60_ave,MYR_90_ave,MoY_is_1,MoY_is_2,MoY_is_3,MoY_is_4,MoY_is_5,MoY_is_6,MoY_is_7,MoY_is_8,MoY_is_9,MoY_is_10,MoY_is_11,MoY_is_12,MYR_classifier
1995-07-31,2.457,-0.4711595076738639,2.4492,68.9884010948618,5.8,8.76,6869998366.81365,6341295116.77282,88705342902.7113,-60.2284010948618,29.078293545733647,1.249685887661115,0.1489345855759344,38663078149.9203,12.37318685863,19.10217481434946,2.446213333333333,2.4519316666666664,2.464141111111111,0,0,0,0,0,0,1,0,0,0,0,0,Small deppreciation
1995-08-01,2.45,-0.4862727071086902,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.446496666666667,2.4516433333333336,2.463074444444444,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-02,2.4595,-0.5012418134457756,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.447173333333333,2.4515933333333333,2.462196666666667,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-03,2.461,-0.5160623910158526,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.447973333333333,2.45154,2.4613633333333333,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-04,2.462,-0.5307300481619331,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.44874,2.451465,2.460557777777778,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-07,2.4705,-0.5737722679043243,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.449813333333333,2.4514183333333337,2.459791111111111,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-08,2.4685,-0.5877852522924734,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.45084,2.451035,2.459096666666667,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-09,2.4675,-0.6016240632249227,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.45184,2.450593333333333,2.4584544444444445,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-10,2.4715,-0.6152845999633277,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4529066666666663,2.4504183333333334,2.457882222222222,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-11,2.4735,-0.6287628145958345,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.45404,2.450435,2.457587777777777,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-14,2.4717,-0.6680638642135333,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.45517,2.4503966666666672,2.457356666666666,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-15,2.484,-0.6807734094770159,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.45668,2.45073,2.457245555555556,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-16,2.495,-0.6932812268869771,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4584466666666667,2.4512750000000003,2.4573455555555554,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-17,2.4935,-0.7055836101071774,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4601566666666668,2.4518,2.457412222222222,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-18,2.4915,-0.7176769136759615,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.461733333333333,2.4523,2.457601111111111,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-21,2.4933,-0.7526668275320083,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4631933333333333,2.4529,2.4578877777777777,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-22,2.4994,-0.7638886127905429,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.46465,2.453548333333333,2.4582755555555558,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-23,2.4975,-0.7748840413670406,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4661666666666666,2.4540766666666665,2.4586533333333334,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-24,2.4968,-0.7856498550787144,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4677433333333334,2.4546066666666664,2.4589677777777776,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-25,2.4885,-0.7961828637826154,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.469063333333333,2.455048333333333,2.4592122222222224,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-28,2.4865,-0.8263541987239094,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.470263333333333,2.4555516666666666,2.459365555555556,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-29,2.494,-0.8359254794186365,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4717800000000003,2.45624,2.4596766666666667,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-30,2.5,-0.8452490573530634,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4734866666666666,2.45729,2.460126666666667,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-08-31,2.495,-0.8543221697498269,2.4305,69.18856086593,5.87,8.81,7220530754.98869,6736227113.7626,88705342902.7113,-60.37856086593,27.14267169499221,1.8239014950191488,0.1573384129077606,38663078149.9203,12.37318685863,19.10217481434946,2.4749866666666667,2.45822,2.4605877777777776,0,0,0,0,0,0,0,1,0,0,0,0,Small deppreciation
1995-09-01,2.4955,-0.8631421280499115,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.47652,2.45917,2.460898888888889,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-05,2.4958,-0.8958392907349089,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.47798,2.46007,2.4612022222222225,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-06,2.5,-0.9033558023246842,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.479496666666667,2.4610616666666667,2.461513333333333,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-07,2.4985,-0.9106046300942162,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4810133333333337,2.462028333333333,2.461818888888889,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-08,2.5027,-0.9175836260593934,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.48259,2.4639233333333337,2.462232222222222,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-11,2.4994,-0.9368813462954316,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4839866666666666,2.46485,2.4626644444444445,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-12,2.5022,-0.9427611433904206,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4854933333333333,2.465853333333333,2.463118888888889,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-13,2.5095,-0.9483615800121716,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4874766666666663,2.4669866666666667,2.4635877777777777,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-14,2.5185,-0.9536809966304456,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.489443333333333,2.4683083333333333,2.4642100000000005,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-15,2.5235,-0.9587178169872964,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4915266666666667,2.46975,2.4648688888888888,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-18,2.5265,-0.9721181966290612,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4936766666666665,2.4712083333333337,2.465535555555556,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-19,2.5315,-0.9760105506323682,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.4957100000000003,2.4727616666666665,2.4661822222222223,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-20,2.5273,-0.97961369164549,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.49767,2.474255,2.46658,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-21,2.5148,-0.9829265519799822,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.499246666666666,2.475543333333333,2.4668111111111117,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-22,2.51,-0.9859481499638304,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.50053,2.4767183333333334,2.4671222222222227,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-25,2.524,-0.9932568492674144,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.502213333333333,2.478126666666667,2.467694444444444,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-26,2.5265,-0.9951053111006974,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.5040400000000003,2.479605,2.468277777777778,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-27,2.5188,-0.99665890175417,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.5052,2.48094,2.4688866666666667,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-28,2.511,-0.9979171608653922,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.505733333333333,2.48209,2.4694277777777778,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-09-29,2.512,-0.9988797155850336,2.51427,69.3887206369983,5.96,8.83,6839440473.77569,6726206811.51985,88705342902.7113,-60.5587206369983,27.343336045272917,1.9357634218838005,0.1529293145303979,38663078149.9203,12.37318685863,19.10217481434946,2.50635,2.483253333333333,2.4699833333333334,0,0,0,0,0,0,0,0,1,0,0,0,Small deppreciation
1995-10-02,2.5225,-0.99999073973619,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5073833333333337,2.484558333333333,2.470661111111111,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-03,2.5275,-0.9997685019798908,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5085233333333337,2.4858583333333333,2.471441111111111,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-04,2.5271,-0.9992500112396836,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.509446666666667,2.487048333333333,2.4721811111111114,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-05,2.5335,-0.9984354211555644,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5106466666666667,2.4884066666666667,2.4729333333333336,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-06,2.5364,-0.9973249731081556,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5119666666666665,2.489855,2.473726666666667,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-10,2.5365,-0.989932495087353,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5135666666666667,2.491315,2.4745544444444443,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-11,2.54,-0.9873494423939864,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.51535,2.4928066666666666,2.4754844444444446,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-12,2.544,-0.9844738167520924,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.517016666666667,2.4943983333333337,2.4764988888888886,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-13,2.5445,-0.9813064702716092,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5185000000000004,2.4959933333333333,2.4776933333333333,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-16,2.542,-0.970063921851507,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5200666666666667,2.497526666666667,2.4788355555555555,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-17,2.5227,-0.965739937654855,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.520973333333333,2.498746666666667,2.479771111111112,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-18,2.526,-0.9611297838723007,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.52198,2.4999800000000003,2.480706666666667,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-19,2.5263,-0.9562348265919058,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5228566666666667,2.5011766666666664,2.48166,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-20,2.5258,-0.9510565162951536,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5237666666666665,2.50239,2.482607777777778,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-23,2.5155,-0.9338372288229252,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5241933333333337,2.5033916666666665,2.484013333333333,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-24,2.5225,-0.9275416835791964,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.524963333333333,2.504475,2.484887777777778,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-25,2.5319,-0.9209712877166348,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5259533333333333,2.505723333333333,2.4858866666666666,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-26,2.5395,-0.9141279881853336,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.526953333333333,2.507215,2.4869755555555555,0,0,0,0,0,0,0,0,0,1,0,0,Small Appreciation
1995-10-27,2.532,-0.9070138128026362,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.527403333333333,2.508423333333333,2.4880066666666663,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-10-30,2.543,-0.8840675099433637,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5280533333333333,2.50979,2.4891844444444446,0,0,0,0,0,0,0,0,0,1,0,0,Small Appreciation
1995-10-31,2.5412,-0.8758917051442433,2.53238,69.5221604843771,6.45,8.94,6920327912.872479,6280139631.4929,88705342902.7113,-60.5821604843771,26.506858809833112,1.941782415114872,0.1488125417523401,38663078149.9203,12.37318685863,19.10217481434946,2.5285433333333334,2.51111,2.49032,0,0,0,0,0,0,0,0,0,1,0,0,Small deppreciation
1995-11-01,2.5463,-0.8674563547295971,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.529036666666667,2.512373333333333,2.49152,0,0,0,0,0,0,0,0,0,0,1,0,Small Appreciation
1995-11-02,2.5449,-0.858763958275803,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5296233333333333,2.513646666666667,2.492711111111111,0,0,0,0,0,0,0,0,0,0,1,0,Small Appreciation
1995-11-03,2.5454,-0.8498170915275277,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5306433333333334,2.514945,2.49391,0,0,0,0,0,0,0,0,0,0,1,0,Small Appreciation
1995-11-06,2.541,-0.8214765533024145,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.531676666666667,2.516103333333333,2.4950377777777777,0,0,0,0,0,0,0,0,0,0,1,0,Small Appreciation
1995-11-07,2.542,-0.8115390590073611,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5322766666666667,2.517245,2.4961766666666665,0,0,0,0,0,0,0,0,0,0,1,0,Small Appreciation
1995-11-08,2.535,-0.801361088174677,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.53256,2.5182999999999995,2.497256666666667,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
1995-11-09,2.532,-0.7909456567567774,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.533,2.5191000000000003,2.4982933333333333,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
1995-11-10,2.534,-0.780295851070776,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5337666666666667,2.51975,2.4993155555555555,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
1995-11-13,2.538,-0.7469720876965551,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5346333333333333,2.5204916666666666,2.50038,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
1995-11-14,2.5325,-0.7354170229639858,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.5349666666666666,2.521175,2.501361111111111,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
1995-11-15,2.533,-0.7236440382959124,2.5397,69.8557601028242,6.61,9.16,6717289443.635079,6701775800.291369,88705342902.7113,-60.69576010282421,25.848499368462697,1.9434638422240964,0.1512768544127491,38663078149.9203,12.37318685863,19.10217481434946,2.53515,2.5218366666666667,2.502288888888889,0,0,0,0,0,0,0,0,0,0,1,0,Small deppreciation
