Date,MXN,Yr,DoM,MoY,sin_DoY,cos_DoY,Ave Monthly USD FX Rate,Inflation (CPI) %,Deposit Interest Rate %,Lending Interest Rate %,Exports(USD),Imports (USD),NY.GDP.MKTP.CD,Real Interest Rate(%),Foreign Exchange Reserves(%),M2 Multiplier Growth (%),M2/Reserves,REED 12mth std dev,Domestic Credit to GDP,Trade Openness,Portfolio Investments(USD),Umemployment rate(%),Current Account(%GDP),FDI(%GDP),Total Debt(USD),Short Term Debt(USD),Capital Formations(USD),Gov Consumption Expendature (%GDP),GDP % Growth,MXN_30_ave,MXN_60_ave,MXN_90_ave,MXN_90d_change,MXN_classifier
1994-03-23,3.3375,1994,23,3,0.9844738167520922,0.1755314904214282,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.2182166666666663,3.1627116666666666,3.150121111111111,0.012734082397003688,Small deppreciation
1994-03-25,3.3586,1994,25,3,0.989932495087353,0.141540295217043,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.226636666666667,3.1669216666666666,3.151438888888889,0.006371702495087117,Small deppreciation
1994-03-28,3.3598,1994,28,3,0.995918996147179,0.09025161003104117,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.23513,3.171151666666667,3.15277,0.0063098993987737995,Small deppreciation
1994-03-29,3.35,1994,29,3,0.9973249731081555,0.07309512989807777,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.2432633333333336,3.175151666666667,3.1539922222222216,0.011044776119403021,Small deppreciation
1994-03-30,3.361,1994,30,3,0.9984354211555643,0.055916990100603484,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.2517966666666664,3.1793683333333336,3.1556144444444447,0.00773579291877402,Small deppreciation
1994-03-31,3.365,1994,31,3,0.9992500112396835,0.03872228089217446,3.2841,19.2003720678136,10.16,13.46,5155500000.0,6790318500.0,527813238126.278,-5.740372067813599,4.872935754947198,3.099459019055395,4.2846173914060595,2.92283367292615,0.32297840068286976,0.02263266177712275,,,-1.2848294643147133,0.597180929222145,,,114393972623.033,9.46682590944767,5.407473992951428,3.2604633333333335,3.183651666666667,3.15847,0.010401188707280795,Small deppreciation
1994-04-04,3.3626,1994,4,4,0.9995462806873573,-0.030120304846908114,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.26905,3.1876949999999997,3.1612211111111113,0.012609290430024345,Small deppreciation
1994-04-05,3.363,1994,5,4,0.9988797155850336,-0.04732138832243185,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.2776500000000004,3.1919699999999995,3.1641188888888894,0.011596788581623496,Small deppreciation
1994-04-06,3.363,1994,6,4,0.9979171608653922,-0.06450844944931623,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.2862333333333336,3.196253333333333,3.1670122222222226,0.011894142134998509,Small deppreciation
1994-04-07,3.363,1994,7,4,0.9966589017541702,-0.08167639533042241,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.2945833333333336,3.2005366666666664,3.1699011111111113,0.01338090990187335,Small deppreciation
1994-04-08,3.3642,1994,8,4,0.9951053111006976,-0.09882013873287143,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.3027900000000003,3.204673333333333,3.172681111111111,0.009749717614886189,Small deppreciation
1994-04-11,3.3654,1994,11,4,0.9886775902323405,-0.1500553983446526,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.3079699999999996,3.208946666666667,3.1755188888888894,0.004338265882213088,Small deppreciation
1994-04-12,3.365,1994,12,4,0.9859481499638304,-0.16705162550211924,3.3536,19.2944107364196,15.6,20.58,4655100000.0,6359792100.0,527813238126.278,1.2855892635803983,3.3162298206344594,1.496232478330195,6.257677036021367,3.2878306069493375,0.3309962423327565,0.020868919732105532,,,-1.4164044135269287,0.6220723094509538,,,114393972623.033,9.46682590944767,5.407473992951428,3.3133033333333333,3.2132050000000003,3.178402222222222,0.0034175334323922613,Small deppreciation
