Date,MXN,sin_DoY,Inflation (CPI) %,Deposit Interest Rate %,Lending Interest Rate %,Exports(USD),NY.GDP.MKTP.CD,Real Interest Rate(%),Foreign Exchange Reserves(%),REED 12mth std dev,Current Account(%GDP),FDI(%GDP),Capital Formations(USD),Gov Consumption Expendature (%GDP),GDP % Growth,MXN_30_ave,MXN_60_ave,MXN_90_ave,MoY_is_1,MoY_is_2,MoY_is_3,MoY_is_4,MoY_is_5,MoY_is_6,MoY_is_7,MoY_is_8,MoY_is_9,MoY_is_10,MoY_is_11,MoY_is_12,MXN_classifier
1997-06-16,7.9575,0.28023067519921585,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.920466666666666,7.914668333333333,7.904823333333333,0,0,0,0,0,1,0,0,0,0,0,0,Small Appreciation
1997-06-17,7.935,0.26366549272800704,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.9213,7.915251666666666,7.906267777777779,0,0,0,0,0,1,0,0,0,0,0,0,Small Appreciation
1997-06-18,7.915,0.24702218048093552,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.922466666666667,7.915635,7.907545555555555,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
1997-06-19,7.9114,0.23030567023061221,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.922046666666666,7.915658333333334,7.90883888888889,0,0,0,0,0,1,0,0,0,0,0,0,Low Crash Confidence
1997-06-20,7.961,0.21352091543979612,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.9234800000000005,7.916458333333334,7.910738888888889,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
1997-06-23,7.975,0.16280701293851715,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.925963333333333,7.917208333333333,7.912749999999999,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
1997-06-24,7.944,0.1457991969198751,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.926596666666667,7.917441666666666,7.914572222222223,0,0,0,0,0,1,0,0,0,0,0,0,Low Crash Confidence
1997-06-25,7.948,0.12874817745258132,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.928030000000001,7.9179916666666665,7.916238888888889,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
1997-06-26,7.955,0.11165900712169512,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.930063333333334,7.918408333333334,7.918083333333334,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
1997-06-27,7.951,0.09453674981719912,42.572775185598,16.01,22.51,9384200000.0,500413483109.175,-20.062775185597996,4.690501114031563,3.634601144650725,-0.23799538585577412,0.5184712417978472,99315317042.3691,8.26160243536039,21.762335481629226,7.931796666666667,7.9181083333333335,7.9204,0,0,0,0,0,1,0,0,0,0,0,0,Small deppreciation
