Date,TRY,Yr,DoM,MoY,sin_DoY,cos_DoY,Ave Monthly USD FX Rate,@OBS_STATUS_x,Inflation (CPI) %,@OBS_STATUS_y,Deposit Interest Rate %,Imports (USD),Exports(USD),NY.GDP.MKTP.CD,Foreign Exchange Reserves(%),M2 Multiplier Growth (%),M2/Reserves,Domestic Credit to GDP,Trade Openness,Portfolio Investments(USD),Umemployment rate(%),Current Account(%GDP),FDI(%GDP),Total Debt(USD),Short Term Debt(USD),Capital Formations(USD),Gov Consumption Expendature (%GDP),GDP % Growth,TRY_30_ave,TRY_60_ave,TRY_90_ave,TRY_90d_change,TRY_classifier
2009-04-01,1.6333,2009,1,4,0.9997685019798909,0.021516097436222254,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.7049866666666667,1.6691633333333333,1.629958888888889,-0.07836894630502655,Large Appreciation
2009-04-02,1.607,2009,2,4,0.9999907397361901,0.004303538296244289,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.7024,1.6700516666666665,1.6301477777777778,-0.07062850031113876,Large Appreciation
2009-04-03,1.5973,2009,3,4,0.9999166586547379,-0.01291029607500882,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6986733333333333,1.6706666666666665,1.6304366666666665,-0.07418769172979411,Large Appreciation
2009-04-06,1.588,2009,6,4,0.9979171608653922,-0.06450844944931623,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6952,1.6705866666666664,1.63049,-0.060264483627204046,Large Appreciation
2009-04-07,1.6021,2009,7,4,0.9966589017541702,-0.08167639533042241,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6922266666666668,1.6707216666666667,1.630812222222222,-0.05935959053741979,Large Appreciation
2009-04-08,1.5905,2009,8,4,0.9951053111006976,-0.09882013873287143,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.68869,1.6701966666666666,1.6310455555555556,-0.056648852562087404,Large Appreciation
2009-04-09,1.5698,2009,9,4,0.9932568492674143,-0.11593459959550041,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6849933333333333,1.6694366666666665,1.6306655555555554,-0.043508727226398314,Small Appreciation
2009-04-14,1.5795,2009,14,4,0.9796136916454901,-0.20089055513063506,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6809166666666664,1.6687550000000002,1.6305855555555555,-0.05622032288698953,Large Appreciation
2009-04-15,1.6042,2009,15,4,0.9760105506323683,-0.21772323039653177,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6768566666666667,1.6680933333333334,1.630987777777778,-0.07386859493828701,Large Appreciation
2009-04-16,1.6046,2009,16,4,0.9721181966290613,-0.23449138957040985,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.67271,1.6670233333333333,1.6315666666666664,-0.07353857659229723,Large Appreciation
2009-04-17,1.6123,2009,17,4,0.9679377830240642,-0.25119006388481935,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6689,1.6661416666666669,1.6316955555555555,-0.0757303231408547,Large Appreciation
2009-04-20,1.6507,2009,20,4,0.9536809966304457,-0.30081980763566735,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.66533,1.6660583333333334,1.6326066666666665,-0.08693281638092931,Large Appreciation
2009-04-21,1.6517,2009,21,4,0.9483615800121715,-0.3171912885891061,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6606599999999998,1.665845,1.6335099999999998,-0.08712235878186103,Large Appreciation
2009-04-22,1.6335,2009,22,4,0.9427611433904207,-0.3334687789181868,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6549466666666668,1.6660483333333331,1.6343088888888888,-0.08350168350168341,Large Appreciation
2009-04-23,1.6449,2009,23,4,0.9368813462954315,-0.3496474552512284,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6511600000000002,1.6662649999999999,1.635508888888889,-0.0854763207489817,Large Appreciation
2009-04-24,1.6101,2009,24,4,0.9307239310379795,-0.36572252349726897,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.64674,1.6661233333333336,1.6360955555555554,-0.06111421650829141,Large Appreciation
2009-04-27,1.6212,2009,27,4,0.9106046300942162,-0.4132786077829042,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6438133333333333,1.6661016666666668,1.6367866666666666,-0.06828275351591417,Large Appreciation
2009-04-28,1.6202,2009,28,4,0.9033558023246845,-0.4288919379124835,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6406933333333336,1.6656883333333332,1.6374666666666664,-0.07233674854956185,Large Appreciation
2009-04-29,1.5963,2009,29,4,0.895839290734909,-0.4443781781046132,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6375033333333335,1.66476,1.6381411111111113,-0.06734323122220143,Large Appreciation
2009-04-30,1.5929,2009,30,4,0.8880573226294932,-0.45973273945210397,1.60237166666667,,90.8912556053812,,18.02,10178394943.744799,7623941264.14698,649272568774.193,9.891465587328998,-1.3862977536634125,4.56149337652523,0.4957861398005421,0.027418894720135874,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6335333333333333,1.6638866666666667,1.6392455555555554,-0.06905643794337368,Large Appreciation
2009-05-01,1.595,2009,1,5,0.8800122039735357,-0.47495107206704995,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6293333333333335,1.6632266666666666,1.6400233333333332,-0.06708463949843257,Large Appreciation
2009-05-05,1.567,2009,5,5,0.8452490573530633,-0.5343725582809786,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.62457,1.662073333333333,1.640421111111111,-0.04097000638162096,Small Appreciation
2009-05-06,1.5672,2009,6,5,0.8359254794186372,-0.548842958284719,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6206,1.6612183333333332,1.640958888888889,-0.04657988769780497,Small Appreciation
2009-05-07,1.556,2009,7,5,0.8263541987239096,-0.5631507242749186,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6170133333333332,1.660365,1.6413366666666664,-0.037982005141388275,Small Appreciation
2009-05-08,1.5542,2009,8,5,0.8165380514459161,-0.5772916165517272,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6135433333333333,1.6592466666666668,1.6417499999999998,-0.04626174237549874,Small Appreciation
2009-05-11,1.5569,2009,11,5,0.7856498550787147,-0.6186714032625031,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6102433333333332,1.6578916666666668,1.6421244444444445,-0.05209069304386915,Large Appreciation
2009-05-12,1.562,2009,12,5,0.7748840413670407,-0.6321034111873487,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6069733333333331,1.656275,1.6423299999999998,-0.0608194622279129,Large Appreciation
2009-05-13,1.5702,2009,13,5,0.7638886127905428,-0.6453481132295501,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.6037833333333331,1.6550399999999998,1.6426844444444444,-0.057508597630875125,Large Appreciation
2009-05-14,1.5695,2009,14,5,0.7526668275320085,-0.6584015846980488,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5993466666666667,1.65346,1.6431066666666667,-0.05001592863969406,Large Appreciation
2009-05-15,1.56,2009,15,5,0.7412220108485958,-0.6712599575675313,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5956033333333333,1.6513333333333333,1.6435766666666667,-0.051153846153846216,Large Appreciation
2009-05-18,1.5533,2009,18,5,0.705583610107178,-0.7086266782644596,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5929366666666667,1.6489616666666664,1.6437544444444445,-0.0443571750466748,Small Appreciation
2009-05-19,1.5384,2009,19,5,0.6932812268869777,-0.7206671495538609,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5906500000000001,1.646525,1.6435844444444447,-0.034191367654706206,Small Appreciation
2009-05-20,1.525,2009,20,5,0.6807734094770161,-0.7324940716135789,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5882399999999999,1.6434566666666666,1.6431911111111113,-0.025639344262294972,Small Appreciation
2009-05-21,1.5417,2009,21,5,0.6680638642135335,-0.7441039398713607,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5866966666666664,1.6409483333333335,1.6426233333333335,-0.03314522929233976,Small Appreciation
2009-05-22,1.5432,2009,22,5,0.6551563572090853,-0.7554933140726803,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5847333333333333,1.6384800000000002,1.6420588888888887,-0.03285381026438572,Small Appreciation
2009-05-26,1.5547,2009,26,5,0.6016240632249226,-0.7987793728863649,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.58354,1.636115,1.641311111111111,-0.043866983984048424,Small Appreciation
2009-05-27,1.558,2009,27,5,0.5877852522924732,-0.8090169943749473,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5831466666666667,1.63407,1.6406733333333334,-0.03934531450577672,Small Appreciation
2009-05-28,1.5625,2009,28,5,0.5737722679043246,-0.8190148866680801,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.58258,1.6317483333333334,1.6400299999999999,-0.044864000000000015,Small Appreciation
2009-05-29,1.544,2009,29,5,0.5595892624101765,-0.8287700871745038,1.55432903225806,,91.4742152466368,,17.96,10929076320.038502,7377325908.49285,649272568774.193,10.43792781277166,0.8733432943518693,4.495211366310807,0.5134847526188748,0.028195249744022433,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5805733333333332,1.6287150000000001,1.6389199999999997,-0.038212435233160535,Small Appreciation
2009-06-01,1.5263,2009,1,6,0.5160623910158528,-0.8565509959010036,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5779633333333334,1.6253366666666667,1.6373366666666669,-0.038786608137325485,Small Appreciation
2009-06-02,1.5259,2009,2,6,0.5012418134457758,-0.865307254363206,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5750833333333334,1.6219916666666667,1.6357888888888885,-0.036109836817615815,Small Appreciation
2009-06-03,1.54,2009,3,6,0.48627270710868997,-0.8738071036110808,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5713933333333334,1.6183616666666665,1.6345033333333334,-0.05032467532467544,Large Appreciation
2009-06-04,1.5407,2009,4,6,0.4711595076738638,-0.8820480249558537,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5676933333333334,1.6141766666666666,1.6331277777777775,-0.050366716427597824,Large Appreciation
2009-06-05,1.538,2009,5,6,0.4559066935084588,-0.8900275764346767,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5645099999999998,1.6097283333333332,1.6322022222222223,-0.05195058517555273,Large Appreciation
2009-06-08,1.5606,2009,8,6,0.4093559588156213,-0.9123747579707273,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5616999999999999,1.60643,1.63141,-0.06439830834294502,Large Appreciation
2009-06-09,1.5523,2009,9,6,0.39359027665646673,-0.9192859697186104,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5597733333333332,1.6032566666666668,1.6306733333333334,-0.06938091863686136,Large Appreciation
2009-06-10,1.5448,2009,10,6,0.3777079652039649,-0.9259247771938498,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5572266666666665,1.60052,1.6298100000000002,-0.06415069911962712,Large Appreciation
2009-06-11,1.5396,2009,11,6,0.36171373072976765,-0.9322892131745133,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5545399999999998,1.5976166666666667,1.6286388888888887,-0.05092231748506104,Large Appreciation
2009-06-12,1.5345,2009,12,6,0.3456123126707335,-0.9383773917408641,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5524799999999999,1.5949916666666666,1.6273333333333335,-0.052003910068426085,Large Appreciation
2009-06-15,1.5492,2009,15,6,0.29671281927349075,-0.9549667548552551,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5510233333333332,1.5922783333333332,1.6262655555555556,-0.05906274206041828,Large Appreciation
2009-06-16,1.5452,2009,16,6,0.28023067519921585,-0.9599326896597447,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5493633333333332,1.5893483333333331,1.6252722222222225,-0.054685477608076516,Large Appreciation
2009-06-17,1.5658,2009,17,6,0.26366549272800704,-0.9646141756912435,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5493233333333334,1.5869466666666667,1.6244900000000002,-0.06137437731511053,Large Appreciation
2009-06-18,1.5531,2009,18,6,0.24702218048093552,-0.9690098257244062,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5488533333333332,1.5847266666666668,1.6237633333333332,-0.055244350009657994,Large Appreciation
2009-06-19,1.5459,2009,19,6,0.23030567023061221,-0.9731183372332619,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5485166666666668,1.582765,1.623082222222222,-0.03777734652952969,Small Appreciation
2009-06-22,1.5712,2009,22,6,0.1797665857255624,-0.9837092937736097,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5490833333333331,1.5813133333333333,1.6225255555555556,-0.049579938900203624,Small Appreciation
2009-06-23,1.5735,2009,23,6,0.16280701293851715,-0.986657932891657,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5496366666666668,1.57994,1.6218066666666664,-0.0437877343501748,Small Appreciation
2009-06-24,1.5518,2009,24,6,0.1457991969198751,-0.9893142039703663,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5492966666666668,1.5781349999999998,1.6206155555555557,-0.03795592215491694,Small Appreciation
2009-06-25,1.5559,2009,25,6,0.12874817745258132,-0.99167731989929,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.54882,1.5763016666666667,1.6196333333333333,-0.036313387749855375,Small Appreciation
2009-06-26,1.5406,2009,26,6,0.11165900712169512,-0.993746580436178,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5478566666666667,1.5736016666666666,1.618258888888889,-0.02739192522393874,Small Appreciation
2009-06-29,1.5408,2009,29,6,0.06021327736579302,-0.9981855344718586,1.54198333333333,,91.5751121076233,,17.98,12536648310.0769,8368330818.534591,649272568774.193,10.151461598440134,0.9173513960930801,4.701808679062491,0.5311067562402696,0.03219753942181704,1659000000.0,12.9,-0.7172642467850252,0.31034731743006777,,,144329422000.0,15.6578594189573,-15.729466587589169,1.5472166666666667,1.57141,1.6166277777777778,-0.021677050882658255,Small Appreciation
