Date,INR,sin_DoY,Inflation (CPI) %,Ave Monthly USD FX Rate,Lending Interest Rate %,Exports(USD),Imports (USD),NY.GDP.MKTP.CD,Real Interest Rate(%),Foreign Exchange Reserves(%),Domestic Credit to GDP,Trade Openness,FDI(%GDP),Current Account(%GDP),Capital Formations(USD),Gov Consumption Expendature (%GDP),GDP % Growth,INR_30_ave,INR_60_ave,INR_90_ave,MoY_is_1,MoY_is_2,MoY_is_3,MoY_is_4,MoY_is_5,MoY_is_6,MoY_is_7,MoY_is_8,MoY_is_9,MoY_is_10,MoY_is_11,MoY_is_12,INR_classifier
1991-01-08,18.22,0.1202080448993527,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.12333333333333,18.105166666666666,18.003999999999998,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-09,18.2,0.1372787721132647,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.12933333333333,18.107833333333332,18.014,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-10,18.24,0.1543088206642811,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.13566666666667,18.111,18.023444444444443,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-11,18.29,0.1712931441814776,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.142666666666667,18.11583333333333,18.03377777777778,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-14,18.34,0.2219215130041655,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.150666666666663,18.121666666666663,18.044444444444444,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-15,18.39,0.2386727660059501,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.159333333333333,18.12816666666667,18.05455555555556,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-16,18.38,0.255353295116187,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.168,18.13366666666667,18.064111111111117,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-17,18.37,0.2719581575341055,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.174666666666667,18.138666666666666,18.072222222222223,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-18,18.37,0.288482432880609,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.18166666666667,18.1435,18.081444444444443,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-22,18.41,0.3536761221763716,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.191666666666663,18.148666666666667,18.09088888888889,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-23,18.42,0.3697245428906731,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.20266666666667,18.154333333333334,18.09911111111111,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-24,18.42,0.385663406243607,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.212666666666667,18.159666666666663,18.10644444444444,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-25,18.4,0.401487989205973,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.222666666666665,18.16433333333333,18.113444444444443,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-28,18.45,0.4482293417404106,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.234666666666666,18.170166666666667,18.121111111111112,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-29,18.49,0.4635502709028509,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.24833333333333,18.17666666666667,18.128777777777778,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-30,18.6,0.4787338401157884,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.26633333333333,18.184166666666663,18.13711111111111,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-01-31,18.61,0.4937755501599771,24.8896598768356,18.329,16.0,1659501336.67958,2254078236.67412,270105341879.226,-8.889659876835601,0.9407440750046974,0.6011774828446285,0.0144890861695863,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.283666666666665,18.192,18.145444444444447,1,0,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-01,18.6,0.5086709438521044,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.3,18.199333333333332,18.154,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-04,18.59,0.5524353131676196,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.315,18.2075,18.162222222222223,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-05,18.6,0.5667017562911176,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.33,18.216166666666663,18.16888888888889,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-06,18.58,0.5808002734538009,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.344,18.22416666666667,18.174,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-07,18.69,0.5947266869607634,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.361,18.234,18.181,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-08,18.76,0.6084768701151261,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.379666666666665,18.245166666666663,18.18855555555556,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-11,18.71,0.6486295610349814,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.39666666666667,18.25483333333333,18.195444444444448,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-12,18.72,0.6616346182422783,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.416666666666668,18.264666666666667,18.20255555555556,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-13,18.75,0.6744436188329455,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.43733333333333,18.274833333333333,18.21088888888889,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-14,18.83,0.6870527672236669,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.461666666666662,18.287,18.219444444444445,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-15,18.9,0.699458327051647,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.487666666666662,18.300666666666668,18.22855555555556,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-19,19.1,0.7469720876965552,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.52,18.3175,18.240666666666662,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-20,19.1,0.7583058084785624,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.551,18.334666666666667,18.25211111111111,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-21,19.08,0.7694148268839378,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.579666666666665,18.3515,18.263333333333332,0,1,0,0,0,0,0,0,0,0,0,0,Medium Crash Confidence
1991-02-22,19.05,0.7802958510707755,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.608,18.36866666666667,18.274555555555555,0,1,0,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-02-25,19.08,0.8115390590073611,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.636,18.38583333333333,18.286,0,1,0,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-02-26,19.06,0.8214765533024142,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.66166666666667,18.402166666666663,18.297777777777775,0,1,0,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-02-27,19.08,0.8311706263658079,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.686333333333334,18.4185,18.30988888888889,0,1,0,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-02-28,19.06,0.8406184056344782,24.8896598768356,18.854,16.0,1513896255.43651,1938103320.25034,270105341879.226,-8.889659876835601,0.8622561789397638,0.589020854967207,0.0127801973543728,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.708666666666662,18.434,18.321666666666665,0,1,0,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-01,19.08,0.8498170915275278,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.732000000000003,18.45,18.333111111111112,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-04,19.06,0.8758917051442429,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.755,18.46483333333333,18.34411111111111,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-05,19.04,0.8840675099433636,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.77733333333333,18.4795,18.354777777777777,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-06,19.03,0.8919813464595485,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.798,18.494833333333336,18.365111111111112,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-07,19.04,0.8996308696522433,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.818666666666665,18.510666666666665,18.375777777777778,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-08,19.09,0.907013812802636,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.841,18.52683333333333,18.386777777777777,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-11,19.11,0.9275416835791966,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.86466666666667,18.54366666666667,18.397777777777776,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-12,19.1,0.9338372288229252,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.88633333333333,18.5605,18.40888888888889,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-13,19.12,0.9398560579418954,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.90733333333333,18.57783333333333,18.420222222222225,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-14,19.14,0.9455963874271426,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.92533333333333,18.59583333333333,18.43122222222222,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-15,19.16,0.9510565162951536,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.94366666666667,18.613666666666667,18.442555555555558,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-18,19.23,0.9657399376548548,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.96466666666667,18.63233333333333,18.454444444444444,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-19,19.3,0.9700639218515072,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,18.988333333333333,18.651666666666664,18.467777777777776,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-20,19.35,0.9741004551724204,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.01333333333333,18.671666666666667,18.48188888888889,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-21,19.3,0.9778483415056568,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.037333333333333,18.69066666666667,18.495222222222225,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-22,19.21,0.9813064702716092,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.054666666666662,18.70783333333333,18.507555555555555,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-25,19.38,0.989932495087353,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.075333333333333,18.727500000000003,18.52188888888889,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-26,19.59,0.9922222094179324,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.104666666666667,18.750666666666667,18.53811111111111,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-27,19.59,0.994217906893952,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.133666666666667,18.775166666666667,18.554333333333336,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-28,19.57,0.995918996147179,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.161,18.799166666666668,18.57022222222222,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-03-29,19.61,0.9973249731081556,24.7664481288489,19.244,16.0,1787050509.24964,1929848264.3941,270105341879.226,-8.7664481288489,0.8278251679301468,0.5896004240206487,0.0137609228598881,0.0071450906861054,-1.0610754920547787,66403598831.0915,11.0787262464783,-15.849535437837956,19.187,18.82433333333333,18.587,0,0,1,0,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-01,19.61,0.9997685019798908,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.21066666666667,18.84916666666667,18.604000000000003,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-02,19.66,0.99999073973619,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.229333333333333,18.874666666666663,18.62144444444445,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-03,19.62,0.999916658654738,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.246666666666663,18.898833333333336,18.638666666666666,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-04,19.68,0.9995462806873572,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.266666666666666,18.923166666666667,18.65655555555556,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-05,19.7,0.9988797155850336,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.28833333333333,18.94816666666667,18.675222222222224,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-08,19.82,0.9951053111006976,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.313,18.9745,18.69488888888889,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-09,19.73,0.9932568492674144,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.33533333333333,18.9985,18.71322222222222,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-10,19.75,0.9911140639934548,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.357666666666663,19.022,18.73155555555556,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-11,19.8,0.9886775902323404,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.38233333333333,19.0455,18.75011111111111,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-12,19.8,0.9859481499638304,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.406333333333333,19.069166666666664,18.76877777777778,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-15,19.77,0.9760105506323684,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.43,19.0925,18.786555555555555,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-16,19.73,0.9721181966290612,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.453,19.115166666666667,18.804,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
1991-04-17,19.72,0.9679377830240642,24.8896598768356,19.937,17.0,1489542057.48107,1537543261.27301,270105341879.226,-7.889659876835601,0.4698166986150967,0.5894858346398509,0.0112070546168894,0.002308718915728,-0.5314743091472004,66403598831.0915,11.0787262464783,-15.849535437837956,19.476,19.137,18.82188888888889,0,0,0,1,0,0,0,0,0,0,0,0,High Crash Confidence
